respondent_id,persona_id,female,gender_text,age_band,age_years,income_band,metropolis,city_type_text,household_cars,accessible_bikes,pt_pass,pt_pass_text,maas_subscription,maas_text,subsample,assigned_block_id
921,P0921,0,male,60_67,67,2000_3999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,3
922,P0922,1,female,50_59,59,500_1999_eur,1,metropolis,2,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,4
923,P0923,0,male,40_49,46,2000_3999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,8
924,P0924,0,male,60_67,67,500_1999_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,2
925,P0925,1,female,18_29,22,2000_3999_eur,0,large city,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,7
926,P0926,0,male,30_39,37,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,1,has an active MaaS subscription,SD,2
927,P0927,0,male,50_59,51,500_1999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,8
928,P0928,1,female,60_67,67,2000_3999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,1
929,P0929,0,male,68_plus,74,4000_plus_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,7
930,P0930,0,male,50_59,51,2000_3999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,8
931,P0931,0,male,18_29,22,500_1999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,1
932,P0932,0,male,68_plus,79,2000_3999_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,7
933,P0933,0,male,60_67,60,2000_3999_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,6
934,P0934,1,female,60_67,67,2000_3999_eur,0,large city,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,5
935,P0935,1,female,68_plus,69,500_1999_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,1
936,P0936,1,female,60_67,67,4000_plus_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,4
937,P0937,1,female,30_39,35,2000_3999_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,4
938,P0938,0,male,18_29,27,2000_3999_eur,1,metropolis,2,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,1
939,P0939,0,male,40_49,43,4000_plus_eur,1,metropolis,1,0,1,holds a public transport pass,0,does not have a MaaS subscription,MD,2
940,P0940,0,male,68_plus,72,500_1999_eur,1,metropolis,2,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,3
941,P0941,0,male,40_49,47,2000_3999_eur,0,large city,1,4,1,holds a public transport pass,0,does not have a MaaS subscription,MD,7
942,P0942,0,male,30_39,37,500_1999_eur,1,metropolis,1,4,1,holds a public transport pass,0,does not have a MaaS subscription,SD,8
943,P0943,0,male,18_29,29,4000_plus_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,7
944,P0944,1,female,68_plus,77,2000_3999_eur,1,metropolis,0,5,1,holds a public transport pass,0,does not have a MaaS subscription,SD,7
945,P0945,0,male,50_59,57,4000_plus_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,2
946,P0946,1,female,50_59,59,2000_3999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,4
947,P0947,0,male,40_49,40,2000_3999_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,7
948,P0948,0,male,68_plus,72,4000_plus_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,4
949,P0949,0,male,50_59,52,2000_3999_eur,0,large city,0,3,0,does not hold a public transport pass,1,has an active MaaS subscription,SD,3
950,P0950,1,female,30_39,34,4000_plus_eur,1,metropolis,1,4,1,holds a public transport pass,0,does not have a MaaS subscription,MD,8
951,P0951,1,female,30_39,36,500_1999_eur,0,large city,2,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,7
952,P0952,1,female,40_49,44,500_1999_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,3
953,P0953,0,male,60_67,63,500_1999_eur,0,large city,4,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,5
954,P0954,1,female,30_39,37,2000_3999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,4
955,P0955,0,male,40_49,49,2000_3999_eur,1,metropolis,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,5
956,P0956,1,female,18_29,27,500_1999_eur,1,metropolis,0,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,4
957,P0957,1,female,40_49,49,2000_3999_eur,1,metropolis,1,0,1,holds a public transport pass,0,does not have a MaaS subscription,MD,8
958,P0958,0,male,30_39,32,2000_3999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,1
959,P0959,0,male,60_67,60,2000_3999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,3
960,P0960,1,female,68_plus,70,500_1999_eur,0,large city,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,8
961,P0961,1,female,40_49,46,4000_plus_eur,1,metropolis,2,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,3
962,P0962,1,female,50_59,52,500_1999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,3
963,P0963,1,female,60_67,67,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,1,has an active MaaS subscription,MD,5
964,P0964,1,female,40_49,48,4000_plus_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,5
965,P0965,1,female,68_plus,79,2000_3999_eur,1,metropolis,0,3,1,holds a public transport pass,0,does not have a MaaS subscription,SD,5
966,P0966,1,female,30_39,30,2000_3999_eur,0,large city,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,7
967,P0967,0,male,50_59,55,500_1999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,6
968,P0968,0,male,68_plus,78,4000_plus_eur,1,metropolis,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,1
969,P0969,1,female,40_49,41,500_1999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,3
970,P0970,1,female,40_49,46,lt_500_eur,0,large city,2,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,3
971,P0971,1,female,18_29,20,500_1999_eur,0,large city,2,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,2
972,P0972,0,male,30_39,36,500_1999_eur,0,large city,2,0,1,holds a public transport pass,0,does not have a MaaS subscription,MD,5
973,P0973,0,male,60_67,61,2000_3999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,7
974,P0974,0,male,30_39,36,4000_plus_eur,0,large city,3,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,6
975,P0975,1,female,60_67,61,2000_3999_eur,0,large city,3,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,3
976,P0976,1,female,50_59,58,2000_3999_eur,0,large city,1,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,7
977,P0977,0,male,68_plus,76,2000_3999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,8
978,P0978,0,male,60_67,66,2000_3999_eur,1,metropolis,0,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,8
979,P0979,0,male,68_plus,68,2000_3999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription,SD,7
980,P0980,1,female,30_39,38,500_1999_eur,0,large city,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,3
981,P0981,1,female,50_59,54,500_1999_eur,0,large city,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,2
982,P0982,0,male,18_29,21,500_1999_eur,1,metropolis,2,3,1,holds a public transport pass,0,does not have a MaaS subscription,SD,3
983,P0983,0,male,40_49,40,500_1999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,2
984,P0984,1,female,60_67,62,4000_plus_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,7
985,P0985,1,female,50_59,57,2000_3999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,MD,7
986,P0986,1,female,60_67,60,2000_3999_eur,0,large city,0,4,1,holds a public transport pass,0,does not have a MaaS subscription,SD,4
987,P0987,1,female,18_29,29,2000_3999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,1
988,P0988,0,male,68_plus,73,2000_3999_eur,1,metropolis,2,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,3
989,P0989,0,male,50_59,59,500_1999_eur,1,metropolis,0,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,2
990,P0990,1,female,40_49,49,500_1999_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,5
991,P0991,0,male,68_plus,74,2000_3999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,8
992,P0992,0,male,68_plus,69,2000_3999_eur,1,metropolis,3,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,8
993,P0993,1,female,50_59,50,4000_plus_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,8
994,P0994,1,female,50_59,51,500_1999_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,1
995,P0995,1,female,50_59,55,4000_plus_eur,0,large city,1,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,5
996,P0996,0,male,30_39,34,500_1999_eur,1,metropolis,1,1,0,does not hold a public transport pass,1,has an active MaaS subscription,SD,8
997,P0997,1,female,40_49,47,4000_plus_eur,1,metropolis,0,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,4
998,P0998,1,female,30_39,37,500_1999_eur,0,large city,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,SD,4
999,P0999,1,female,68_plus,70,2000_3999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,3
1000,P1000,0,male,60_67,62,2000_3999_eur,0,large city,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,7
1001,P1001,0,male,30_39,37,2000_3999_eur,0,large city,2,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,1
1002,P1002,0,male,60_67,67,500_1999_eur,1,metropolis,0,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,3
1003,P1003,0,male,30_39,33,500_1999_eur,1,metropolis,3,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,8
1004,P1004,0,male,18_29,23,500_1999_eur,0,large city,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,6
1005,P1005,0,male,60_67,65,2000_3999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,1
1006,P1006,0,male,40_49,41,2000_3999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,2
1007,P1007,1,female,60_67,64,4000_plus_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription,SD,7
1008,P1008,1,female,30_39,37,4000_plus_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,2
1009,P1009,0,male,50_59,50,4000_plus_eur,0,large city,1,3,0,does not hold a public transport pass,1,has an active MaaS subscription,MD,8
1010,P1010,0,male,40_49,45,4000_plus_eur,1,metropolis,3,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,6
1011,P1011,1,female,30_39,32,500_1999_eur,1,metropolis,2,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,8
1012,P1012,0,male,30_39,36,2000_3999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,4
1013,P1013,0,male,50_59,54,500_1999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,8
1014,P1014,1,female,60_67,60,2000_3999_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,8
1015,P1015,0,male,60_67,66,4000_plus_eur,0,large city,0,1,0,does not hold a public transport pass,1,has an active MaaS subscription,MD,7
1016,P1016,0,male,40_49,46,500_1999_eur,1,metropolis,3,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,2
1017,P1017,0,male,40_49,40,lt_500_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,5
1018,P1018,0,male,30_39,39,500_1999_eur,1,metropolis,2,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,6
1019,P1019,1,female,30_39,32,2000_3999_eur,0,large city,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,6
1020,P1020,0,male,60_67,61,2000_3999_eur,1,metropolis,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,2
1021,P1021,0,male,60_67,63,500_1999_eur,1,metropolis,3,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,1
1022,P1022,0,male,50_59,51,500_1999_eur,0,large city,0,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,8
1023,P1023,0,male,40_49,41,500_1999_eur,0,large city,1,3,0,does not hold a public transport pass,1,has an active MaaS subscription,MD,8
1024,P1024,1,female,68_plus,70,500_1999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,SD,7
1025,P1025,1,female,18_29,24,2000_3999_eur,1,metropolis,2,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,6
1026,P1026,0,male,18_29,24,2000_3999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,3
1027,P1027,0,male,50_59,57,4000_plus_eur,0,large city,3,5,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,3
1028,P1028,0,male,40_49,41,2000_3999_eur,1,metropolis,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,1
1029,P1029,1,female,30_39,34,2000_3999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,SD,4
1030,P1030,0,male,40_49,40,500_1999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,6
1031,P1031,1,female,30_39,37,4000_plus_eur,1,metropolis,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,6
1032,P1032,1,female,50_59,51,500_1999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,2
1033,P1033,1,female,40_49,40,2000_3999_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,8
1034,P1034,0,male,50_59,56,4000_plus_eur,0,large city,2,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,4
1035,P1035,1,female,18_29,21,500_1999_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,7
1036,P1036,0,male,40_49,45,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,1
1037,P1037,0,male,60_67,67,2000_3999_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,6
1038,P1038,0,male,60_67,61,500_1999_eur,0,large city,0,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,5
1039,P1039,0,male,50_59,51,500_1999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,5
1040,P1040,1,female,68_plus,77,4000_plus_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,2
1041,P1041,0,male,30_39,31,4000_plus_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,6
1042,P1042,1,female,50_59,50,500_1999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,3
1043,P1043,0,male,40_49,45,4000_plus_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,8
